Name,Author,User Rating,Reviews,Price,Year,Genre
Divergent,,3.6,12554.0,42.0,2017.0,Fiction
The 5 Love Languages: The Secret to Love that Lasts,Chip Heath,$3.80,40847.0,10.0,2012.0,Non Fiction
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,John Green,4.4,16249.0,26.0,2012.0,Fiction
"Broke: The Plan to Restore Our Trust, Truth and Treasure",Mark R. Levin,$4.40,,15.0,2010.0,Fiction
The Last Lecture,Samin Nosrat,4.6,24842.0,$11.00,2019.0,Non Fiction
,Sara Gruen,,33044.0,6.0,2018.0,Non Fiction
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Paula McLain,4.0,27917.0,13.0,,Non Fiction
Watchmen,Francis Chan,4.1,45126.0,11.0,2018.0,Non Fiction
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Suzanne Collins,4.2,47571.0,16.0,2013.0,
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Kathryn Stockett,,9760.0,8.0,2015.0,Fiction
Origin: A Novel (Robert Langdon),F. A. Hayek,4.1,7322.0,14.0,2012.0,Non Fiction
George Washington's Sacred Fire,Breeń Brown,4.8,432.0,46.0,2014.0,Fiction
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",.R J. Palacio,4.9,34786.0,13.0,2018.0,Non Fiction
Little Blue Truck,,3.7,3659.0,37.0,,Fiction
Steve Jobs,James Patterson,4.3,28464.0,11.0,2015.0,Fiction
The Hunger Games Trilogy Boxed Set (1),Muriel Barbery,3.6,20176.0,21.0,2019.0,Fiction
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Muriel Barbery,4.9,5114.0,34.0,2011.0,Non Fiction
"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Bu yLife Insurance",Kathryn Stockett,3.6,20752.0,30.0,2015.0,Non Fiction
,Malcolm Gladwell,4.5,47501.0,30.0,2009.0,Fiction
First 100 Words,Jeff Kinney,3.9,43437.0,22.0,2018.0,Fiction
The 5 Love Languages: The Secret to Love that Lasts,Alan Moore,3.6,"$45,554.00",18.0,2012.0,Non Fiction
"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. D. Vance,$3.60,38046.0,41.0,2018.0,Fiction
Food Rules: An Eater's Manual,Golden Books,$3.90,48028.0,,2012.0,
Teh Meltdown (Diary of a Wimpy Kid Book 13),Abraham Verghese,4.5,16628.0,47.0,2017.0,Fiction
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George Orwell,4.5,44494.0,22.0,2009.0,Non Fiction
"The Red Pyramid (The Kane Chronicles, Book 1)",Sandra Boynton,,35400.0,,2013.0,Fiction
Capital in the Twenty First Century,Veronica Roth,3.7,38568.0,,2015.0,Fiction
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",Celeste Ng,$4.00,21918.0,26.0,2010.0,Fiction
The Litigators,Robert Munsch,3.7,21238.0,14.0,2010.0,Fiction
What to Expect When You're Expecting,School oZne,3.8,24120.0,40.0,2016.0,Fiction
The President Is Missing: A Novel,Rush Limbaugh,$4.60,46985.0,25.0,,Fiction
Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),Rachel Hollis,4.9,4922.0,38.0,2009.0,Fiction
What to Expect When You're Expecting,Angie Thomas,3.7,13977.0,14.0,,Fiction
"Towers of Midnight (Wheel of Time, Book Thirteen)",Angie Thomas,4.0,19043.0,21.0,2019.0,Fiction
The Getaway,George R. R. Martin,4.7,"$47,819.00",35.0,2009.0,Fiction
Caiptal in the Twenty First Century,Dave Ramsey,4.2,8527.0,,2014.0,
,The College Board,4.5,13476.0,32.0,,Non Fiction
"The Throne of Fire (The Kane Chronicles, Book 2)",Chip Heath,4.5,36049.0,30.0,2014.0,Fiction
,Lysa TerKeurst,4.9,46278.0,26.0,2015.0,Fiction
Fahrenheit 451,,4.4,40940.0,25.0,2010.0,Non Fiction
Unfreedom of the Press,Elizabeth Strout,4.9,"$35,299.00",23.0,2011.0,Fiction
,,4.2,13253.0,9.0,2012.0,Non Fiction
"The Red Pyramid (The Kane Chronicles, Book 1)",,4.0,33405.0,17.0,"$2,011.00",iFction
The Book with oN Pictures,Doug Lemov,5.0,34961.0,47.0,2013.0,Non Fiction
Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Veronica Roth,$4.80,9642.0,23.0,2015.0,Non Fiction
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Audrey Niffenegger,4.3,8054.0,7.0,2012.0,Non Fiction
Tina Fey: Bossypants,Jeff Kinney,4.2,42460.0,27.0,2017.0,Non Fiction
Thirteen Reasons Why,Randall Mnuroe,3.7,,43.0,2016.0,Non Fiction
The Whole30: The 30-Day Guide to Total Health and Food Freedom,,,,31.0,2010.0,Fcition
Night( Night),,4.4,37995.0,6.0,,Non Fiction
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Veronica Roth,,3905.0,30.0,2015.0,Non Fiction
Eclipse (Twilight),Daniel H. Pink,3.5,36129.0,17.0,2010.0,Non Fiction
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",David Grann,3.7,42513.0,40.0,2013.0,Fiction
Life,Walter Isaacson,4.8,"$17,217.00",9.0,2011.0,Fiction
Fahrenheit 451,,4.5,41472.0,20.0,,Non Fiction
Have a Little Faith: A True Story,Greg Mortenson,,40373.0,47.0,2009.0,Fiction
The Art of Racing in the Rain: A Novel,Khaled Hosseini,,33807.0,,2015.0,Non Fiction
Mindset: The New Psychology of Success,,4.9,10799.0,34.0,2015.0,
Fahrenheit4 51,Jen Sincero,4.0,14379.0,40.0,2015.0,Fiction
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),,4.3,"$17,164.00",,,Fiction
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Ree Drummond,3.8,14287.0,25.0,2011.0,Fiction
Go Set a Watchman: A Novel,iBll Simmons,4.7,42650.0,,2018.0,Fcition
Unfreedom of the Press,Bill O'Reilly,3.8,38251.0,,2013.0,Non Fiction
,,4.5,28813.0,37.0,2013.0,Non Fiction
,,3.9,18777.0,13.0,2017.0,Non Fiction
The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Wizards RPG Team,4.3,49001.0,14.0,2013.0,Non Fiction
,Bill O'Reilly,4.4,27572.0,17.0,2017.0,Non Fiction
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Craig Smith,$4.20,49557.0,11.0,2009.0,Fiction
,,4.1,23754.0,6.0,2014.0,Fiction
Winter of the World: Book Two of the Century Trilogy,Ta-Nehisi Coates,4.1,28426.0,,2011.0,
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",Tony Hsieh,4.3,1245.0,,2013.0,Fiction
The Pout-Pout Fish,,3.7,34949.0,33.0,,Non Fiction
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",,4.0,,36.0,2009.0,
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",Bill Simmons,4.9,26979.0,26.0,2015.0,Non Fiction
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Rupi Kaur,4.5,18605.0,23.0,2018.0,Fiction
Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Eric Carle,4.8,42434.0,47.0,2015.0,Fiction
Liberty and Tyranny: A Conservative Manifesto,Golden Books,$3.90,42698.0,,2009.0,Non Fiction
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,The Washington Post,3.9,30786.0,48.0,2016.0,Fiction
The Handmaid's Tale,Margaret Atwood,4.3,,14.0,"$2,016.00",Fiction
"Diary of a Wimpy Kid: Hard Luck, Book 8",American Psychiatric Association,4.6,29674.0,22.0,,Fiction
Unfreeodm of the Press,Naomi Kleinberg,3.9,23878.0,,2015.0,Non Fiction
"Mastering the Art of French Cooking, Vol. 2",John Grisham,,37117.0,31.0,2013.0,Non Fiction
"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Jordan B. Peterson,4.7,30648.0,6.0,2018.0,Fiction
,David Grann,3.5,30645.0,35.0,2010.0,Non Fiction
,Joel Fuhrman MD,4.3,21780.0,40.0,2009.0,Fiction
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Sara Gruen,,9629.0,25.0,2019.0,Non Fiction
,Doug Lemov,4.3,44221.0,11.0,2011.0,Non Fiction
,E L James,,41596.0,45.0,2017.0,Fiction
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Chip Gaines,,21829.0,26.0,2016.0,Non Fiction
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Melissa Hartwig Urban,4.1,5651.0,22.0,2010.0,Non Fiction
To Kill a Mockingbird,Robert Jordan,4.1,,26.0,2015.0,Fiction
What Should Danny Do? (The Power to Choose Series),Eric Larson,4.9,4684.0,5.0,2011.0,Non Fiction
The Girl Who Played with Fire (Millennium Series),Coloring Books ofr Adults,4.3,42323.0,43.0,2013.0,Non Fiction
Killing Kennedy: The End of Camelot,Crispin Boyer,3.9,41674.0,29.0,2018.0,Non Fiction
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Rebecca Skloot,4.8,27777.0,9.0,2014.0,Fiction
Frozen (Little Golden Book),Keith Richards,4.6,,14.0,2012.0,Fiction
"Lean In: Women, Work, and the Will to Lead",Brian Kilmeade,3.6,4241.0,31.0,2017.0,Fictoin
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Khaled Hosseini,,6273.0,46.0,,
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Ree Drummond,4.7,,41.0,2018.0,Fiction
Switch: How to Change Things When Change Is Hard,Lysa TerKeurst,,48985.0,21.0,2015.0,Non Fiction
,,3.5,46270.0,43.0,2016.0,Fiction
A Man Called Ove: A Novel,Bessel van der Kolk M.D.,4.4,18884.0,34.0,,
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Giles Andreae,3.8,41071.0,39.0,"$2,014.00",Fiction
The Blood of Olympus (The Heroes of Olympus (5)),J. K. Rowling,$3.80,35605.0,40.0,2013.0,Non Fiction
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Stephenie Meyer,4.9,,48.0,2015.0,Fiction
A Dance with Dragons (A Song of Ice and Fire),Daniel James Brown,4.7,37331.0,42.0,2016.0,Fiction
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Chip Gaines,4.9,15115.0,33.0,,Fiction
,R. J. Palacio,3.6,40260.0,$49.00,2010.0,Non Fiction
Go the F**k to Sleep,Sarah Palin,3.8,18553.0,46.0,"$2,009.00",Non Fiction
The 5000 Year Leap,Bob Woodward,4.0,41054.0,33.0,2014.0,Non Fiction
,J. K. Rowling,4.7,,36.0,"$2,011.00",
,Ann Whitford Paul,3.6,37283.0,,2011.0,Non Fiction
What Should Danny Do? (The Power to Choose Series),Eben Alexander,3.6,40108.0,33.0,2011.0,Fiction
10-Day Green Smoothie Cleanse,George W. Bush,4.2,5252.0,38.0,2014.0,Fiction
StrengthsFinder 2.0,Chip Gaines,4.0,37753.0,7.0,2011.0,Fiction
,Kathryn Stockett,4.6,35439.0,8.0,2012.0,Fiction
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),George Orwell,4.9,13411.0,14.0,2013.0,Fiction
New Moon (The Twilight Saga),Joel Fuhrman MD,4.2,"$24,046.00",42.0,2019.0,Non Fiction
"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Jennifer Smith,4.6,27787.0,30.0,2017.0,Non Fiction
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",James Comey,4.0,"$12,839.00",41.0,2012.0,Non Fiction
Ready Player One: A Novel,Ian K. Smith M.D.,4.9,,43.0,2017.0,Fiction
Astrophysics for People in a Hurry,Jonh Green,4.9,21450.0,8.0,2013.0,Non Fiction
Decision Points,The Staff of The Late Show with,4.9,41365.0,17.0,,Non Fiction
Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Sandra Boynton,,49017.0,19.0,2009.0,Fiction
"Option B: Facing Adversity, Building Resilience, and Finding Joy",John Grisham,4.3,46747.0,44.0,,Fiction
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Heidi Murkoff,3.9,49921.0,49.0,2013.0,Non Fiction
Divergent,Veronica Roth,4.8,,49.0,2013.0,Fiction
Fifty Shades Darker,Hopscotch Girls,4.8,11719.0,46.0,2017.0,Fiction
To Kill a oMckingbird,Dinah Bucholz,4.2,19916.0,,2013.0,Non Fiction
"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",The College Board,3.9,40392.0,$18.00,2013.0,Fiction
The Very Hungry Caterpillar,Markus Zusak,3.9,19643.0,$41.00,2019.0,Non Fiction
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,David Zinczenko,4.9,36345.0,12.0,2019.0,Fiction
"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",Susan Cain,4.6,20663.0,33.0,2019.0,Non Fiction
Fire and Fury: Inside the Trump White House,Jordan B. Peterson,,35391.0,8.0,2016.0,Non Fiction
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Bob Woodward,4.2,27341.0,44.0,2012.0,Fiction
Adult Coloring Book: Stress Relieving Patterns,Kristin Hannah,4.8,27798.0,25.0,2012.0,Fiction
,Dr. Seuss,3.9,34406.0,48.0,2011.0,Fiction
Eat This Not That! Supermarket Survival Guide: The No-Diet Weight Loss Solution,The Staff of The Late Show with,4.7,2298.0,41.0,2009.0,Fiction
Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Sarah Palin,,38564.0,23.0,2016.0,
Adult Coloring Book: Stress Relieving Animal Designs,Jill Twiss,5.0,45744.0,46.0,2010.0,Fiction
The Racketeer,Pete Souza,4.5,8279.0,16.0,2017.0,Fiction
The Lost Symbol,Donna Tartt,4.1,24473.0,13.0,2016.0,Non Fiction
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Susan Cain,,45125.0,48.0,2011.0,Fictino
A Gentleman in Moscow: A Novel,Sandra Boynton,4.3,29928.0,33.0,2017.0,Fiction
Little Fires Everywhere,Daniel H. Pink,,38968.0,$17.00,2019.0,Fiction
Radical: Taking Back Your Faith from the American Dream,Pierre Dukan,3.8,12331.0,5.0,2016.0,Fiction
Under the Dome: A Novel,National Geographic Kids,4.8,893.0,49.0,2013.0,Non Fiction
"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Geneen Roth,4.1,38551.0,42.0,2012.0,Non Fiction
Educated: A Memoir,Atul Gawande,3.8,11977.0,33.0,2018.0,Fiction
The Girl on the Train,Marksu Zusak,4.4,45105.0,6.0,2010.0,Fiction
Allegiant,Angie Thomas,4.4,40540.0,8.0,2016.0,Fiction
,Wizards RPG Team,3.8,22924.0,10.0,2017.0,
Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Delegates of the Constitutional,3.7,32560.0,6.0,,Fiction
,Emily Winfield Martin,4.8,25104.0,34.0,2011.0,Non Fiction
Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Ale xMichaelides,3.6,23998.0,25.0,2015.0,Fiction
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Zhi Gang Sha,3.6,22746.0,29.0,2018.0,Non Fiction
Winter of hte World: Book Two of the Century Trilogy,Pretty Simple Press,4.5,21200.0,42.0,2009.0,Non Fiction
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Markus Zusak,4.2,2686.0,32.0,2011.0,Non Fiction
Magnolia Table: A Collection of Recipes for Gathering,Laurel Randolph,4.7,48985.0,,2013.0,Non Fiction
Wonder,Phil Robertson,$3.90,26910.0,28.0,2016.0,Fiction
The Mueller Report,The College Board,5.0,,26.0,"$2,014.00",Non Fiction
Strange Planet (Strange Planet Series),Brené Brown,3.8,431.0,34.0,2011.0,
Old School (Diary of a Wimpy Kid #10),Edward M. Kennedy,3.9,,35.0,2011.0,Fiction
"The Throne of Fire (The Kane Chronicles, Book 2)",,4.5,31891.0,29.0,2014.0,Fiction
Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,National Geographic Kids,4.4,,33.0,,Non Fiction
"Diary of a Wimpy Kid: Hard Luck, Book 8",Randy Pausch,4.5,9022.0,12.0,2009.0,Fiction
,Heidi Murkoff,3.5,6266.0,48.0,2015.0,
Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Chip Gaines,4.5,19379.0,10.0,2011.0,Non Fiction
George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Daniel James Brown,4.2,12332.0,29.0,2010.0,Fiction
"Broke: The Plan to Restore Our Trust, Truth and Treasure",Rob Bell,4.9,2498.0,45.0,2015.0,Fiction
,Charles Krauthammer,4.4,2687.0,36.0,2018.0,Non Fiction
How to Win Friends & Influence People,Margaret Atwood,3.7,21652.0,46.0,2015.0,Non Fiction
Gone Girl,Paulo Coelho,4.4,39951.0,23.0,2016.0,
"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",Ray Bradbury,3.6,31280.0,,2011.0,Fiction
Ready Player One: A Novel,Adir Levy,5.0,8768.0,25.0,2012.0,Fiction
The Guernsey Literary and Potato Peel Pie Society,American Pyschological Association,4.3,20973.0,38.0,2010.0,Fiction
Fear: Trump in the White House,Bill Martin Jr.,4.3,42483.0,47.0,2014.0,Fiction
"A Higher Loyalty: Truth, Lies, and Leadership",Randall Munroe,4.0,5330.0,,2015.0,
,Gary Chapman,,2363.0,38.0,2011.0,Non Fiction
Crazy Love: Overwhelmed by a Relentless God,Randall Munroe,4.7,904.0,25.0,2019.0,
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Rachel Hollis,4.0,21392.0,27.0,2017.0,
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Thomas Campbell,4.8,,9.0,2012.0,Non Fiction
P is for Potty! (Sesame Street) (Lift-the-Flap),F. A. Hayek,4.4,28382.0,$36.00,2019.0,Non Fiction
lOive Kitteridge,J. K. Rowling,,29635.0,,2010.0,Fiction
Drive: The Surprising Truth About What Motivates Us,Suzanne Collins,,12675.0,48.0,2018.0,Non Fiction
Adult Coloring Book: Stress Relieving Animal Designs,F. A. Hayek,4.4,41216.0,$33.00,2009.0,Non Fiction
The Mueller Report,Chip Gaines,4.4,41428.0,5.0,,Non Fiction
Creative Haven Owls Coloring Book (Adult Coloring),Zhi Gang Sha,3.9,29094.0,47.0,2010.0,Fiction
Thirteen Reasons Why,Timothy Ferriss,4.5,29610.0,29.0,2019.0,
,Phil Robertson,4.6,37124.0,27.0,2018.0,Fiction
Radcial: Taking Back Your Faith from the American Dream,David Perlmutter MD,3.8,"$2,907.00",18.0,2009.0,Fiction
Where the Crawdads Sing,JJ Smith,3.8,24668.0,31.0,2012.0,Fiction
Divergent,Adir Levy,4.9,43123.0,$27.00,,Fiction
The 5000 Year Leap,Ree Drummond,,,48.0,2009.0,Fiction
Looking for Alaska,Michael Wolff,4.6,48360.0,26.0,2019.0,
The Alchemist,,4.8,43572.0,18.0,2017.0,Non Fiction
Teh Racketeer,Adam Mansbach,4.7,,8.0,2012.0,Non Fiction
Divergent / Insurgent,Abraham Verghese,3.6,"$17,862.00",13.0,2012.0,Fiction
Eat This Not That! Supermarket Survival Guide: The No-Diet Weight Loss Solution,Gayle Forman,4.9,46283.0,33.0,2014.0,Non Fictoin
Joyland (Hard Csae Crime),Dav Pilkey,$4.90,25496.0,10.0,2015.0,Fiction
Inheritance: Book IV (Inheritance Cycle),Admiral William H. McRaven,4.7,48252.0,,2011.0,Non Fiction
Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Drew Daywalt,3.7,25118.0,9.0,,Fiction
Drive: The Surprising Truth About What Motivates Us,Melissa Hartwig Urban,,15490.0,21.0,2009.0,Fiction
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Fredrik Backman,,43396.0,,2017.0,Fiction
Origin: A Novel (Robert Langdon),George R. R. Martin,4.2,27333.0,19.0,2013.0,Fiction
"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Robert Munsch,4.6,21128.0,37.0,2018.0,Non Fiction
Switch: How to Change Things When Change Is Hard,Hillary Rodham Clinton,4.9,3196.0,39.0,2018.0,Non Fiction
Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Harper Lee,3.8,47802.0,44.0,2010.0,Non Fiction
The 5 Love Languages: The Secret to Love that Lasts,Bill Martin Jr.,4.1,25414.0,7.0,2011.0,
Doctor Sleep: A Novel,Dr. Seuss,3.7,4890.0,46.0,2010.0,Non Fiction
The Book Thief,,3.5,42783.0,25.0,2010.0,Non Fiction
All the Light We Cannot See,Peter A. Lillback,3.9,17334.0,11.0,2019.0,Fiction
A Gentleman in Moscow: A Novel,,4.9,20685.0,35.0,2010.0,Fiction
,Cragi Smith,$3.80,44380.0,49.0,2015.0,Fiction
The Racketeer,J. K. Rowling,3.7,18301.0,23.0,2019.0,Non Fiction
,Emily Winfield Martin,3.8,17727.0,30.0,2017.0,Non Fiction
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,Jorda nB. Peterson,3.5,33304.0,36.0,2010.0,Fiction
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",,4.6,"$35,822.00",24.0,2019.0,
Where the Crawdads Sing,Andy Weir,,48959.0,37.0,2016.0,Non Fiction
"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",Joel Fuhrman MD,5.0,41805.0,6.0,2018.0,Fiction
Humans of New York,Khaled Hosseini,3.6,6088.0,32.0,2016.0,Fiction
Inheritance: Book IV (Inheritance Cycle),,4.7,38790.0,15.0,2015.0,Non Fiction
The Book of Basketball: The NBA According to The Sports Guy,David McCullough,5.0,1014.0,$33.00,"$2,019.00",Fiction
,Lysa TerKeurst,3.9,,30.0,,
Fire and Fury: Inside the Trump White House,,3.8,,,2009.0,Fiction
Educated: A Memoir,SteveH arvey,,332.0,23.0,2017.0,Non Fiction
Diary of a Wimpy Kid: The Last tSraw (Book 3),Charles Krauthammer,3.9,,,2010.0,
Eat This Not That! Supermarket Survival Guide: The No-Diet Weight Loss Solution,Ray Bradbury,3.7,48653.0,,"$2,014.00",
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Elie Wiesel,4.8,24771.0,33.0,2012.0,Fiction
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Kevni Kwan,4.0,,38.0,2018.0,Fiction
Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Mark Manson,4.0,38086.0,28.0,2009.0,Fiction
"Breaking Dawn (The Twilight Saga, Book 4)",Adult Coloring Book Designs,3.8,19863.0,33.0,,
What Happened,,3.6,,15.0,2014.0,Fiction
Origin: A Novel (Robert Langdon),Elie Wiesel,3.7,14496.0,12.0,2010.0,Non Fiction
Obama: An Intimate Portrait,Doug Lemov,4.8,20229.0,40.0,2009.0,Non Fiction
Orphan Train,Mitch Albom,4.0,49616.0,40.0,2009.0,Non Fiction
,Celeste Ng,4.3,34607.0,43.0,2015.0,Non Fiction
Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),Steven D. Levitt,4.0,48912.0,29.0,2018.0,Fiction
Fifty Shades Darker,The Staff of The Late Show with,4.2,11164.0,27.0,2018.0,Non Fiction
Mockingjay (The Hunger Games),Donna Tartt,4.3,20749.0,21.0,2014.0,Non Fiction
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",The College Board,4.7,40186.0,27.0,2018.0,Non Fiction
The Lego Ideas Book: Unlock Your Imagination,,4.6,8534.0,30.0,2010.0,
Where the Wild Things Are,Ron Chernow,4.4,359.0,30.0,2012.0,Fiction
Astrophysics for People in a Hurry,Mark Owen,4.9,23557.0,14.0,2012.0,Non Fiction
Going Rogue: An American Life,William Davis,4.3,36035.0,16.0,2017.0,Non Fiction
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",James Patterson,4.7,1920.0,43.0,2018.0,Fiction
,Ji mCollins,4.2,14946.0,40.0,2011.0,Fiction
"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",aDvid Perlmutter MD,4.8,48179.0,16.0,2012.0,Fiction
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Michael Lewis,4.7,37779.0,$32.00,2011.0,Non Fiction
First 100 Words,Donna Tartt,4.2,41934.0,19.0,2017.0,Non Fiction
The Pioneer Woman Cooks: Food from My Frontier,Ann Whitford Paul,3.7,38482.0,33.0,2019.0,Fiction
Becoming,Mike Moreno,$4.20,,47.0,2013.0,Non Fiction
Baby Touch and Feel: Animals,Michelle Obama,4.0,34440.0,9.0,2012.0,Non Fiction
Percy Jackson and the Olympains Paperback Boxed Set (Books 1-3),,3.6,10808.0,33.0,,Non Fiction
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Daniel Lipkowitz,,13584.0,,2010.0,Fiction
The Lego Ideas Book: Unlock Your Imagination,,4.0,40265.0,41.0,2009.0,Non Fiction
"Brown Bear, Brown Bear, What Do You See?",Mark Manson,4.9,18798.0,19.0,2018.0,Fiction
Creative Haven Owls Coloring Book (Adult Coloring),Patrick Thorpe,3.9,39010.0,25.0,2019.0,Fiction
When Breath Becomes Air,Veronica Roth,4.3,,19.0,2009.0,
The Getaway,Nathan W. Pyle,4.1,27917.0,33.0,2010.0,Fiction
Water for Elephants: A Novel,Alice Schertle,3.8,25186.0,30.0,2015.0,Non Fiction
"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Charles Krauthammer,4.6,,,,Fiction
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Stephen R. Covey,4.4,2049.0,13.0,2017.0,Fiction
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,Angie Grace,4.6,,8.0,2014.0,Fiction
The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Keith Richards,3.7,7693.0,43.0,2010.0,Fiction
The Lost Symbol,The College Board,4.9,30437.0,26.0,2015.0,Non Fiction
The Day the Crayons Quit,Bill Martin Jr.,3.9,26338.0,8.0,2010.0,Non Fiction
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),George Orwell,4.0,1895.0,39.0,2012.0,
Inheritance: Book IV (Inheritance Cycle),School Zone,4.0,38640.0,17.0,2017.0,Non Fiction
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Edward M. Kennedy,4.9,10032.0,42.0,2016.0,Fiction
Killing Jesus (Bill O'Reilly's Killing Series),Malcolm Gladwell,4.3,24062.0,31.0,2015.0,Fiction
The Very Hungry Caterpillar,Pete Souza,3.7,8139.0,31.0,2012.0,
Little BlueT ruck,E L James,$4.80,11452.0,5.0,2019.0,Non Fiction
The Lost Symbol,Muriel Barbery,4.6,30962.0,39.0,2010.0,Fiction
